id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,verified,notes
"bounty-lindsay","bounties","Lindsay Wofford ($45)","📍 Saint Denis → Fort Brennand SW of Van Horn → Dead or Alive","This city criminal's lurking in Fort Brennand, southwest of Van Horn Trading Post. Armed soldiers guard him. Alive or dead, he's worth $45.","4","lemoyne","$45","","YES","Saint Denis Police"
"bounty-anthony","bounties","Anthony Foreman ($85)","⚠️ EPILOGUE → Doyle's Tavern → Only if NOT killed in story","This gang leader from the Trelawny missions only appears in the Epilogue - IF Arthur didn't kill him earlier. Find him in Doyle's Tavern. Worth $85 alive.","epilogue","lemoyne","$85 (alive)","","YES","Story-dependent availability"
"bounty-patrick","bounties","Patrick O'Brien ($40)","📍 Saint Denis → Industrial area → Serial arsonist","This serial arsonist's near the industrial area. Watch yourself around fire - he's got a fiery ending planned if you let him.","4","lemoyne","$40","","YES","Saint Denis Police"
"bounty-elias","bounties","Elias Green ($65)","⚠️ EPILOGUE → Blackwater → W of Beecher's Hope → Alive $65, Dead $35","This war veteran turned bad is west of Beecher's Hope. Bring him alive for $65, dead he's only $35.","epilogue","west-elizabeth","$65 alive / $35 dead","","YES","Blackwater Police"
"bounty-otis","bounties","Otis Skinner ($55)","⚠️ EPILOGUE → Blackwater → Serial killer type → Heavy weapons","This serial killer type is very dangerous. Bring your heavy weapons, partner.","epilogue","west-elizabeth","$55","","YES","Blackwater Police"
"bounty-herman","bounties","Herman Zizendorf ($50)","⚠️ EPILOGUE → Blackwater → MacFarlane's Ranch area","This outlaw's got accomplices near MacFarlane's Ranch. Watch your back.","epilogue","west-elizabeth","$50","","YES","Blackwater Police"
"bounty-joaquin","bounties","Joaquin Arroyo ($60)","⚠️ EPILOGUE → Tumbleweed → Del Lobo connection → Alive $60, Dead $30","This Del Lobo gang member hangs around New Austin. Alive's worth $60, dead only $30.","epilogue","new-austin","$60 alive / $30 dead","","YES","Tumbleweed Sheriff"
"bounty-esteban","bounties","Esteban Cortez ($65)","⚠️ EPILOGUE → Tumbleweed → Mine SW → Multiple gang members","This Mexican outlaw's hiding in a mine southwest of Tumbleweed with his gang. Worth $65 either way.","epilogue","new-austin","$65","","YES","Tumbleweed Sheriff"
"stranger-gunslingers","strangers","The Noblest of Men, and a Woman","📍 Valentine Saloon → Theodore Levin → Track 5 gunslingers","Meet that writer Theodore Levin in the Valentine Saloon. He wants you to track down 5 legendary gunslingers for his biography. Each duel earns a unique revolver.","2","new-hanover","4 Unique Revolvers + $350","","YES","Start of gunslinger quest"
"guns-emmet","strangers","Gunslinger: Emmet Granger","📍 Flatneck Station pig farm → Clean pigsty → Duel","Find Emmet Granger's pig farm east of Flatneck Station. He'll make you shovel pig dung first. Then duel him proper.","2","new-hanover","Granger's Revolver (unique)","","YES","Part of gunslinger quest"
"guns-flaco","strangers","Gunslinger: Flaco Hernandez","📍 Cairn Lake cabin → Fight gang first → Duel","Ride up to Cairn Lake in Ambarino. Flaco's gang guards the cabin. Take 'em out, then face him in a duel.","2","ambarino","Flaco's Revolver (unique)","","YES","Part of gunslinger quest"
"guns-billy","strangers","Gunslinger: Billy Midnight","📍 Rhodes train station → Chase on train → Duel on roof","Board the train at Rhodes. Billy Midnight's hiding like a coward. Chase him to the roof for the duel.","2","lemoyne","Midnight's Pistol (unique Mauser)","","YES","Part of gunslinger quest"
"guns-belle","strangers","Gunslinger: Black Belle","📍 Bluewater Marsh → Defend her from bounty hunters","Black Belle's hiding in Bluewater Marsh. She's the only one who doesn't fight you - help defend her from bounty hunters instead.","2","lemoyne","Photo for Levin","","YES","No duel - just defend"
"guns-calloway","strangers","Gunslinger: Jim Boy Calloway (FINALE)","📍 Saint Denis riverboat → Final duel → ⚠️ MISSABLE","The grand finale on a Saint Denis riverboat. Face Jim Boy Calloway himself for the final revolver.","2","lemoyne","Calloway's Revolver (unique)","YES","YES","MISSABLE - Quest finale"
"stranger-veteran","strangers","The Veteran (Hamish Sinclair)","📍 O'Creagh's Run → Chapter 6+ → ⚠️ MISSABLE → Buell horse!","Meet the one-legged Civil War veteran Hamish at O'Creagh's Run. Beautiful friendship across 4 parts. Do ALL parts before endgame for Buell!","6","new-hanover","Buell (unique gold horse)","YES","YES","MISSABLE - Do before Ch6 end"
"veteran-04","strangers","Veteran Part 4: Giant Boar","📍 Final mission → Hamish dies → Inherit Buell","The final hunt with Hamish. A giant boar takes his life, partner. Kill the beast and inherit his beloved horse Buell as his last wish.","6","new-hanover","Buell the Horse","YES","YES","Emotional finale"
"stranger-widow","strangers","The Widow (Charlotte Balfour)","📍 Willard's Rest → N of Annesburg → Ch6 → ⚠️ MISSABLE","Find the grieving widow Charlotte at Willard's Rest. Teach her to survive in the wilderness across 3 visits. Beautiful storyline.","6","new-hanover","Honor boost + Supplies","YES","YES","MISSABLE - Ch6 only"
"stranger-albert-mason","strangers","Arcadia for Amateurs (Albert Mason)","📍 Random encounters → Photographer in trouble → 4 parts","Help that hapless wildlife photographer Albert Mason. He keeps getting into trouble with wolves, horses, gators, and cougars.","2","","$150 total","","YES","Random encounters across map"
"stranger-mary-linton","strangers","Mary Linton (Ex-Lover)","📍 Camp letter → Arthur's former love → Ch2-4-6 → ⚠️ MISSABLE","A letter arrives at camp from Arthur's old flame Mary. Emotional storyline spanning chapters 2, 4, and 6. Don't miss the final theater meeting.","2","","Story/Honor","YES","YES","MISSABLE in late Ch6"
"stranger-algernon","strangers","Duchesses and Other Animals (Exotics)","📍 Algernon Wasp in Saint Denis → Ch4+ → VERY GRINDY","Help that eccentric milliner Algernon Wasp collect exotic orchids and bird plumes. 5 parts of tedious collecting. Worth it for the golden revolver!","4","lemoyne","Algernon's Revolver (ornate)","","YES","Most grindy quest in game"
"stranger-marko-dragic","strangers","A Bright Bouncing Boy (Robot)","📍 Saint Denis → Marko Dragic's lab → Electric Lantern","Help the mad inventor Marko Dragic build his robot. Control remote boats, conduct lightning experiments. Find the robot atop a mountain later!","4","new-hanover","Electric Lantern (upgrade)","","YES","Secret robot encounter later"
"stranger-dinosaur-bones","strangers","A Test of Faith (Dinosaur Bones)","📍 Deborah MacGuiness SE of camp → Find 30 bones → Mail locations","The paleontologist Deborah MacGuiness needs your help finding 30 dinosaur bones scattered across the land. Mail the coordinates from any Post Office.","2","","Quartz Chunk + Jawbone Knife","","YES","8 bones require Epilogue"
"stranger-rock-carvings","strangers","Geology for Beginners (Rock Carvings)","📍 Francis Sinclair NW of Strawberry → 10 carvings → Time travel mystery","Visit the strange Francis Sinclair at his cabin. Something's not right with that fella... Find 10 rock carvings. The ending is... unexpected.","2","west-elizabeth","Old Brass Compass","","YES","Raven Talisman ingredient"
"stranger-serial-killer","strangers","American Dreams (Serial Killer)","📍 3 murder scenes across map → Find killer's lair","Three gruesome murder scenes scattered across the map. Piece together the clues to find the serial killer's hideout. Dark and disturbing quest.","2","","Killer encounter","","YES","One of darkest quests"
"stranger-british","strangers","He's British, Of Course (Circus Animals)","📍 Emerald Ranch area → Escaped circus animals → Lion, zebra, tiger","A circus animal handler near Emerald Ranch needs help. His lion, zebra, and tiger have escaped! Fun and unexpected encounters.","2","new-hanover","$20 per animal","","YES","Funny side content"
"stranger-penelope","strangers","The Course of True Love","📍 Rhodes → Beau and Penelope → Star-crossed lovers","Help the young lovers Beau Gray and Penelope Braithwaite escape their feuding families. 5 parts across chapters.","3","lemoyne","Story progression","","YES","Romeo and Juliet of RDR2"
"stranger-civil-war","strangers","The Iniquities of History","📍 Rhodes → Former slave recovers items → Dark story","Help a former slave recover items from a Confederate officer. One of the darkest and most powerful storylines in the game.","6","lemoyne","Honor + Story","","YES","Powerful storytelling"
"stranger-fisher-of-fish","strangers","A Fisher of Fish (13 Legendary Fish)","📍 Jeremy Gill near Flatneck Station → Fish map → Mail catches","Meet the legendary angler Jeremy Gill. He'll give you a map to 13 legendary fish. Mail them to him as you catch 'em.","2","new-hanover","Special Hat + Fish Map","","YES","Links to legendary fish"
"stranger-hunting-requests","strangers","Hunting Requests (5 Parts)","📍 Any train station clerk → Perfect small game → Squirrel Statue","Pick up hunting requests from train station clerks. They want perfect small game carcasses - rabbits, squirrels, birds. 5 parts total.","2","","Squirrel Statue","","YES","Varmint Rifle essential"
"stranger-suffragette","strangers","A Better World, A New Friend","📍 Valentine → Suffragette campaigning → Honor dialogue","Meet a suffragette in Valentine campaigning for women's right to vote. Interesting historical dialogue and honor choices.","2","new-hanover","Honor + Dialogue","","YES","Historical side content"
"stranger-fundraiser","strangers","Fundraiser (MISSABLE after Ch6)","📍 Saint Denis → Woman collecting donations → ⚠️ MISSABLE","A woman in Saint Denis collecting donations. Small honor gains. MISSABLE after Chapter 6!","4","lemoyne","Small honor gains","YES","YES","MISSABLE - do before Ch6 end"
"stranger-smell-greasepaint","strangers","The Smell of the Grease Paint","📍 Van Horn saloon → Circus performers → Comedic","Help some struggling circus performers at the Van Horn saloon. Multiple funny encounters.","2","new-hanover","$30 + Story","","YES","Funny side content"
"satchel-prerequisite","satchel","PREREQUISITE: Leather Working Tools","⭐ Camp ledger → $225 → REQUIRED to craft any satchel!","March over to Pearson's station and donate $225 for the Leather Working Tools. Without 'em, you ain't crafting nothin', partner.","2","","Enables satchel crafting","","YES","MUST DO FIRST"
"satchel-buck-trinket","satchel","RECOMMENDED: Buck Antler Trinket","📍 Legendary Buck → Sell antlers to Fence → Pelt quality boost","Hunt that Legendary Buck first thing. Take the antlers to any Fence and craft this trinket - it increases your chance of getting perfect pelts.","2","new-hanover","Buck Antler Trinket","","YES","Makes hunting easier"
"satchel-tonics","satchel","Tonics Satchel","📦 Perfect Deer + Perfect Buck pelts → 99 tonics capacity","Bring Pearson a perfect deer and buck pelt. He'll craft a satchel that holds 99 tonics. Easy animals to find.","2","","Holds 99 tonics","","YES","First satchel"
"satchel-ingredients","satchel","Ingredients Satchel","📦 Perfect Deer + Perfect Badger + Perfect Squirrel","Hunt a badger (night) and squirrel (Varmint Rifle headshot) for this one. Holds 99 cooking ingredients.","2","","Holds 99 ingredients","","YES","Varmint Rifle essential"
"satchel-kit","satchel","Kit Satchel","📦 Perfect Deer + Perfect Elk + Perfect Panther → HARD","That panther is the tricky one. Find 'em southeast of Braithwaite Manor at night. Use Potent Predator Bait.","2","","Holds 99 kits","","YES","Panther is hardest pelt"
"satchel-provisions","satchel","Provisions Satchel","📦 Perfect Deer + Perfect Bison + Perfect Raccoon","Bison roam the Great Plains in Epilogue or just north of Emerald Ranch. Raccoons come out at night near water.","2","","Holds 99 provisions","","YES","Bison in Great Plains"
"satchel-materials","satchel","Materials Satchel","📦 Perfect Deer + Perfect Boar + Perfect Iguana","Iguanas are tricky - find 'em on islands in Flat Iron Lake, south of Rhodes. Small Game Arrows needed.","2","","Holds 99 materials","","YES","Iguana on lake islands"
"satchel-valuables","satchel","Valuables Satchel","📦 Perfect Deer + Perfect Beaver + Perfect Rabbit","Beavers hang around the Owanjila Dam area. Rabbits everywhere. Easy pelts for this one.","2","","Holds 99 valuables","","YES","Easy pelts"
"satchel-legend","satchel","Legend of the East Satchel ⭐","📦 CRAFT ALL 7 ABOVE + Perfect Cougar + Perfect Wolf → 99 EVERYTHING","The ultimate satchel. Craft all seven regular satchels first, then bring a perfect cougar and wolf pelt to Pearson. He'll make the Legend of the East - holds 99 of EVERYTHING!","2","","99 of EVERYTHING","","YES","ULTIMATE SATCHEL"
"camp-lodging-arthur","camp","Arthur's Lodging ($325) ⭐","📍 Camp Ledger → $325 → Unlocks FAST TRAVEL!","First thing you should buy from the camp ledger. Arthur's upgraded lodging unlocks the fast travel map right by his bed. ESSENTIAL!","2","","Fast Travel from camp","","YES","PRIORITY UPGRADE"
"camp-leather-tools","camp","Leather Working Tools ($225) ⭐","📍 Camp Ledger → $225 → Pearson can craft satchels!","Donate $225 for these tools. Without 'em, Pearson can't craft any satchels. Required for Legend of the East!","2","","Enables satchel crafting","","YES","REQUIRED for satchels"
"camp-horse-station","camp","Horse Station ($300)","📍 Camp Ledger → $300 → Access stabled horses from camp","Sets up a hitching post at camp. Call any of your stabled horses right there.","2","","Horse management at camp","","YES","Quality of life"
"camp-dutch-lodging","camp","Dutch's Lodging ($175)","📍 Camp Ledger → $175 → Morale boost","Upgrade Dutch's tent for a small morale boost. Makes him happy, at least.","2","","Camp morale","","YES","Optional"
"camp-chicken-coop","camp","Chicken Coop ($175)","📍 Camp Ledger → $175 → Eggs for camp","Provides eggs for cooking at camp. Small perk.","2","","Camp provisions","","YES","Optional"
"camp-boat","camp","Camp Boat ($400)","📍 Camp Ledger → $400 → Clemens Point ONLY","Only available at the Chapter 3 camp (Clemens Point). Gives you a small fishing boat.","3","lemoyne","Fishing boat","","YES","Clemens Point only"
"pearson-bear-rug","camp","Bear Skin Rug","📦 Perfect Bear Pelt → Pearson → Main fire decoration","Bring Pearson a perfect bear pelt - black bear or grizzly. He'll make a nice rug near the main fire.","2","","Camp decoration","","YES","Perfect Bear Pelt required"
"pearson-cougar-rug","camp","Cougar Skin Rug","📦 Perfect Cougar Pelt → Pearson → Arthur tent area","That cougar pelt makes a fine rug for Arthur's tent area. Hunt cougars SE of Braithwaite at night.","2","","Camp decoration","","YES","Hardest camp craft"
"trapper-tip-locations","trapper","Trapper Locations (5 Total)","📍 Saint Denis | Riggs Station | NE Strawberry | Annesburg | Tumbleweed (Epilogue)","Five trappers across the map: Saint Denis (south), Riggs Station, northwestern Strawberry, near Annesburg, and Tumbleweed in the Epilogue.","2","","Knowledge","","YES","Know your trappers"
"trapper-tip-perfect","trapper","Getting Perfect Pelts","📌 Correct weapon for size + Headshot/heart + 3-star animal","Use the right weapon for the animal's size - small game arrows for squirrels, Varmint Rifle for rabbits, rifle for deer. Headshot or heart shot. MUST be 3-star animal.","2","","Knowledge","","YES","Essential hunting tip"
"trapper-tip-legendary","trapper","Legendary Pelts (Always Perfect)","📌 Always perfect quality → If lost, sent to Trapper automatically","Legendary pelts are always 'perfect' quality regardless of weapon or shot placement. If you lose a legendary pelt, it's automatically sent to the Trapper.","2","","Knowledge","","YES","Can't lose legendaries"
"trapper-tip-buck","trapper","Buck Antler Trinket ⭐","📌 Hunt Legendary Buck FIRST → Upgrades ALL future pelts by 1 tier","The most important trinket! Hunt the Legendary Buck early and craft this at the Fence. It upgrades pelt quality by one tier for ALL pelts forever.","2","new-hanover","Pelt quality upgrade","","YES","PRIORITY TRINKET"
"trapper-set-bear-hunter","trapper","The Bear Hunter Set (Legendary)","🦌 Legendary Bear Pelt → Cold weather outfit → 4 pieces","The iconic Bear Hunter Set. Requires that Legendary Bear Pelt from up near O'Creagh's Run. Best cold weather protection in the game.","2","ambarino","Full outfit set","","YES","Cold weather essential"
"trap-bear-hat","trapper","Legendary Bear Head Hat","📦 Legendary Bear Pelt ×1 → $40","That massive bear head hat. Makes you look like a true mountain man. Legendary Bear Pelt required.","2","ambarino","$40","","YES","Bear Hunter Set piece"
"trap-bear-coat","trapper","Legendary Bear Coat","📦 Legendary Bear ×1 + Perfect Bison ×1 → $28 → BEST COLD PROTECTION","The warmest coat in the game. Requires Legendary Bear AND perfect bison pelts. Worth every hunt.","2","ambarino","$28","","YES","Best cold weather item"
"trapper-set-trophy-buck","trapper","The Trophy Buck Set (Legendary)","🦌 Legendary Buck + Fox → Great early game set → 4 pieces","An excellent early game set. Buck and Fox are both available early. Solid stats and looks great.","2","new-hanover","Full outfit set","","YES","Early game choice"
"trap-buck-vest","trapper","Legendary Buck Vest","📦 Legendary Buck ×1 + Perfect Ram Hide ×1 → $26","Fine vest from that Legendary Buck. Pairs well with any outfit. Ram hide is easy to find.","2","new-hanover","$26","","YES","Trophy Buck Set piece"
"trapper-set-death-roll","trapper","The Death Roll Set (Late Game)","🦌 Legendary Alligator + Legendary Panther → 5 pieces","The Death Roll Set requires two of the toughest legendary animals - the Alligator and the Panther. Master Hunter 9 required for the Panther!","2","lemoyne","Full outfit set","","YES","Late game content"
"trap-panther-cloak","trapper","Legendary Panther Cloak ⭐","📦 Legendary Panther ×1 → $50 → Master Hunter 9 REQUIRED!","The most prestigious trapper item. That Legendary Panther only spawns after completing Master Hunter 9! The cloak is worth the grind.","2","lemoyne","$50","","YES","Requires Master Hunter 9"
"trap-gator-hat","trapper","Legendary Alligator Gambler's Hat","📦 Legendary Alligator ×1 + Perfect Snake Skin ×2 → $32","Fancy gambling hat from that Legendary Alligator down in the swamps. Perfect for Saint Denis poker games.","2","lemoyne","$32","","YES","Death Roll Set piece"
"trapper-set-ghost-bison","trapper","The Ghost Bison Set (Ambarino)","🦌 Legendary White Bison + Elk → Cold weather masterpiece → 5 pieces","Beautiful white clothing from the rare Legendary White Bison near Lake Isabella. Combined with Legendary Elk for a stunning cold weather set.","2","ambarino","Full outfit set","","YES","Snow country set"
"trap-white-bison-coat","trapper","Legendary White Bison Coat","📦 Legendary White Bison ×1 → $48 → Excellent cold protection","Pure white coat from that Ghost Bison. Outstanding cold weather protection and looks incredible. Worth the dangerous Lake Isabella hunt.","2","ambarino","$48","","YES","Ghost Bison Set piece"
"trapper-set-stalker","trapper","The Stalker Set (Ram + Moose)","🦌 Legendary Ram + Legendary Moose → MOOSE IS VERY RARE!","This set requires the rare Legendary Moose. Moose spawns are notoriously unreliable - check Cairn Lake or tall trees. May take many attempts!","2","","Full outfit set","","YES","Moose is hardest spawn"
"trap-moose-jacket","trapper","Legendary Moose Hunting Jacket","📦 Legendary Moose ×1 + Perfect Wolf ×1 → $45 → MOOSE RARE","The most prestigious jacket. That Legendary Moose is incredibly rare - may need to camp at Cairn Lake or search near Aurora Basin multiple times.","2","ambarino","$45","","YES","Hardest to get"
"trapper-set-desperado","trapper","The Desperado Set (⚠️ EPILOGUE)","🦌 Perfect Armadillo ×2 required → New Austin ONLY","This set requires perfect Armadillo pelts which are ONLY found in New Austin. You'll need to wait for the Epilogue to complete this set.","epilogue","new-austin","Full outfit set","","YES","EPILOGUE REQUIRED"
"trapper-set-night-wrangler","trapper","The Night Wrangler Set (Predators)","🦌 Cougar + Panther + Wolf → Dangerous hunts required!","A dark, intimidating set requiring the most dangerous predator pelts. Two perfect cougars, perfect panther, perfect wolf. Night hunting at its finest.","2","","Full outfit set","","YES","Predator hunting set"
"trap-cougar-coat","trapper","Cougar Cutaway Coat","📦 Perfect Cougar ×2 + Perfect Black Bear ×1 → $42","Two perfect cougar pelts for this coat. SE of Braithwaite Manor at night. Potent predator bait helps. Very dangerous hunt!","2","west-elizabeth","$42","","YES","Dangerous crafting"
"trinket-buck","talismans","Buck Antler Trinket ⭐⭐⭐","📦 Legendary Buck Antler → HUNT FIRST! → Prevents pelt quality loss","THE MOST IMPORTANT TRINKET. Acts as a buffer - if you kill a 3-star animal imperfectly, pelt stays perfect. Does NOT upgrade 2-star to 3-star! Legendary Buck in Big Valley.","2","new-hanover","Pelt protection","","YES","PRIORITY #1"
"trinket-fox","talismans","Fox Claw Trinket","📦 Legendary Fox Claw → +5s Eagle Eye duration","Extended Eagle Eye helps you track animals and find loot. Legendary Fox is west of Mattock Pond.","2","new-hanover","+5s Eagle Eye","","YES","Early game bonus"
"trinket-beaver","talismans","Beaver Tooth Trinket","📦 Legendary Beaver Tooth → -10% weapon degradation","Guns stay cleaner longer. Legendary Beaver near Owanjila Dam. Saves money on Gun Oil!","2","west-elizabeth","-10% Weapon wear","","YES","Quality of life"
"trinket-elk","talismans","Elk Antler Trinket","📦 Legendary Elk Antler → +10% looted cash value!","More money from looting corpses. Legendary Elk in Cumberland Forest. Easy extra income.","2","new-hanover","+10% looted cash","","YES","Money maker"
"trinket-ram","talismans","Ram Horn Trinket","📦 Legendary Bighorn Ram Horn → 2x herb yield (thyme, oregano, mint)","Double yield from cooking herbs! Legendary Ram on Cattail Pond cliffs, Grizzlies. Huge crafting benefit.","2","ambarino","2x herb yield","","YES","Crafting essential"
"trinket-wolf","talismans","Wolf Heart Trinket","📦 Legendary Wolf Heart → 2x alcohol resistance","Drink twice as much before passing out. Legendary Wolf north of Chadwick Farm, Grizzlies.","2","ambarino","2x alcohol tolerance","","YES","For drinkers"
"trinket-coyote","talismans","Coyote Fang Trinket","📦 Legendary Coyote Fang → +10% Dead Eye XP gain","Level up Dead Eye faster. Legendary Coyote is in Scarlett Meadows.","2","lemoyne","+10% Dead Eye XP","","YES","XP boost"
"trinket-moose","talismans","Moose Antler Trinket","📦 Legendary Moose Antler → +10% Health XP → MOOSE IS RARE!","Level up Health faster. BUT the Legendary Moose is notoriously rare. Check Cairn Lake or Aurora Basin. May take many attempts!","2","ambarino","+10% Health XP","","YES","Hardest to get"
"trinket-panther","talismans","Panther's Eye Trinket ⭐","📦 Legendary Panther Eye → Master Hunter 9 REQUIRED → Dead Eye extension","Powerful Dead Eye bonus: -10% drain for 3s after each kill. BUT requires Master Hunter Rank 9 to spawn the Legendary Panther!","2","lemoyne","Dead Eye extension","","YES","Late game reward"
"trinket-cougar","talismans","Cougar Fang Trinket (EPILOGUE)","📦 Legendary Cougar Fang → +10% Stamina XP → ⚠️ EPILOGUE ONLY","Level up Stamina faster. But the Legendary Cougar is in New Austin - Epilogue access required!","epilogue","new-austin","+10% Stamina XP","","YES","EPILOGUE REQUIRED"
"trinket-pronghorn","talismans","Pronghorn Horn Trinket (EPILOGUE)","📦 Legendary Pronghorn Horn → Carcasses never rot! → ⚠️ EPILOGUE ONLY","Amazing for hunting - carcasses on your horse never degrade! Legendary Pronghorn in Rio Bravo, New Austin.","epilogue","new-austin","No carcass rot","","YES","EPILOGUE REQUIRED"
"trinket-tatanka","talismans","Tatanka Bison Horn Trinket (EPILOGUE)","📦 Legendary Tatanka Bison Horn → +10% Melee resist → ⚠️ EPILOGUE ONLY","More durable in fist fights. Legendary Tatanka Bison near Hennigan's Stead, New Austin.","epilogue","new-austin","+10% Melee resist","","YES","EPILOGUE REQUIRED"
"talisman-alligator","talismans","Alligator Tooth Talisman","📦 Legendary Alligator Tooth + Gold Bracelet + Civil War Handcuffs → -10% Dead Eye drain","Powerful talisman requiring multiple rare items. The Handcuffs come from completing a cigarette card set!","2","lemoyne","-10% Dead Eye drain","","YES","Complex craft"
"talisman-bear","talismans","Bear Claw Talisman","📦 Legendary Bear Claw + Silver Bracelet + Quartz Chunk → -10% Health drain","The Quartz Chunk is the reward for mailing ANY dinosaur bone location to Deborah MacGuinness.","2","ambarino","-10% Health drain","","YES","Dino bone reward"
"talisman-bison","talismans","Bison Horn Talisman","📦 Legendary White Bison Horn + Abalone Shell + Silver Earring → -10% Stamina drain","Find the Abalone Shell in an abandoned house north of Rhodes. White Bison at Lake Isabella.","2","ambarino","-10% Stamina drain","","YES","Lake Isabella hunt"
"talisman-boar","talismans","Boar Tusk Talisman","📦 Legendary Boar Tusk + Gold Earring + Cobalt Petrified Wood → -10% Horse drain","The Cobalt Petrified Wood is in a cave near Lake Isabella. Keep your horse happier longer!","2","lemoyne","-10% Horse drain","","YES","Horse care"
"talisman-raven","talismans","Raven Claw Talisman ⭐","📦 Old Brass Compass ONLY → -20% Weapon degradation!","The most powerful weapon degradation reduction! Requires completing ALL 10 rock carvings for the compass reward.","2","","-20% Weapon degradation","","YES","Rock carvings reward"
"pamph-explosive-slug","pamphlets","Explosive Slug Pamphlet","📍 Burned house near Gaptooth Ridge OR Fence $90 → 1 Slug + 1 Animal Fat","The most devastating shotgun ammo. Find it in New Austin or buy from any Fence after story progress.","2","new-austin","Explosive Slugs","","YES","Powerful ammo"
"pamph-incendiary-buckshot","pamphlets","Incendiary Buckshot Pamphlet","📍 Copperhead Landing cabin (under floor) OR Fence $80","Set your enemies on fire! Found under the floorboards at Copperhead Landing cabin.","2","lemoyne","Fire Buckshot","","YES","Under floorboard"
"pamph-dynamite-arrow","pamphlets","Dynamite Arrow Pamphlet","📍 Lockbox under bridge S of Wapiti OR Fence → 1 Arrow + 1 Dynamite + 1 Feather","Explosive arrows! Look under the small wooden bridge south of Wapiti Indian Reservation.","2","ambarino","Explosive Arrows","","YES","Bridge lockbox"
"pamph-poison-arrow","pamphlets","Poison Arrow Pamphlet","📍 Near Mysterious Hill Home (NE Bacchus Station) OR Charles mission","Essential for taking down cougars! Poison arrows do massive damage over time. Charles teaches you during bison hunt.","2","ambarino","Poison Arrows","","YES","Cougar killer"
"pamph-small-game-arrow","pamphlets","Small Game Arrow Pamphlet","📍 Fence → 1 Arrow + 1 Shotgun Shell + 1 Feather → ESSENTIAL FOR PELTS","MUST HAVE for perfect small animal pelts! Without these, you'll damage squirrel and rabbit pelts.","2","","Small Game Arrows","","YES","Perfect pelt essential"
"pamph-volatile-dynamite","pamphlets","Volatile Dynamite Pamphlet","📍 Hani's Bethel (under wagon) OR Fence → Bigger explosions","More powerful dynamite! Look under the broken wagon at Hani's Bethel.","2","new-hanover","Volatile Dynamite","","YES","Bigger boom"
"pamph-special-miracles","pamphlets","Special Miracle Tonic Pamphlet","📍 Fence (Ch3+) → Valerian + Yarrow + Ginseng → Full core restore!","The best tonic in the game - fully restores all cores. Available from Fence after Chapter 3.","3","","Full core restore","","YES","Best tonic"
"cards-tip-overview","cigarette-cards","Cigarette Cards Overview","🃏 12 Sets × 12 Cards = 144 Total → Mail to Phineas Ramsbottom → First set = Handcuffs!","Collect all 144 cigarette cards across 12 sets. Buy Premium Cigarettes at general stores for random cards. Mail completed sets to Phineas from any Post Office.","2","","100% Completion","","YES","Start early!"
"cards-tip-first-set","cigarette-cards","First Complete Set Reward ⭐","🃏 Mail ANY complete set → Get Vintage Civil War Handcuffs → Used for Alligator Talisman!","The Civil War Handcuffs are needed to craft the Alligator Tooth Talisman at the Fence. Complete your easiest set first to get this unique item!","2","","Civil War Handcuffs","","YES","Talisman ingredient"
"cards-tip-all-sets","cigarette-cards","All 12 Sets Complete Bonus","🃏 Mail all 12 complete sets → +$200 Bonus → Total value ~$1,500 with items!","Completing and mailing all 12 sets gives you an additional $200 cash bonus on top of all the individual set rewards. Worth over $1,500 total!","2","","$200 Bonus + items","","YES","100% requirement"
"cards-set-inventions","cigarette-cards","Amazing Inventions Card Set (12)","🃏 Complete set → Mail → Volatile Dynamite + $100","The Amazing Inventions set features technological marvels. Complete for powerful explosive crafting item and cash.","2","","Volatile Dynamite + $100","","YES","Good reward"
"cards-set-artists","cigarette-cards","Artists, Writers & Poets Set (12)","🃏 Complete set → Mail → Ginseng Elixir + $100","The Artists set celebrates creative minds of the era. Ginseng Elixir is a valuable tonic.","2","","Ginseng Elixir + $100","","YES","Good reward"
"cards-set-horses","cigarette-cards","Breeds of Horses Set (12)","🃏 Complete set → Mail → Special Horse Medicine + $50","The Horses set showcases different breeds. Special Horse Medicine fully heals your horse.","2","","Horse Medicine + $50","","YES","For horse lovers"
"cards-set-gunslingers","cigarette-cards","Famous Gunslingers Set (12)","🃏 Complete set → Mail → Special Snake Oil + $50","The Gunslingers set features legendary outlaws. Snake Oil restores Dead Eye core.","2","","Snake Oil + $50","","YES","Dead Eye boost"
"cards-set-fauna","cigarette-cards","Fauna of America Set (12)","🃏 Complete set → Mail → Perfect Rabbit Pelt + $50","The Fauna set features American wildlife. Free Perfect Rabbit Pelt for crafting!","2","","Perfect Rabbit Pelt + $50","","YES","Free perfect pelt"
"cards-set-flora","cigarette-cards","Flora of America Set (12)","🃏 Complete set → Mail → Special Miracle Tonic + $50","The Flora set showcases American plants. Special Miracle Tonic is one of the best tonics.","2","","Miracle Tonic + $50","","YES","Great tonic"
"cards-set-beauty","cigarette-cards","Gems of Beauty Set (12)","🃏 Complete set → Mail → Platinum Chain Necklace + $100","The Beauty set features elegant women. Platinum Necklace can be sold for extra cash!","2","","Platinum Necklace + $100","","YES","Valuable jewelry"
